ProcessId,ProcessName,ProcessAgeSeconds,ProcessImageEntropy,SessionId,IsElevated,FirstSeenTime,LastSeenTime,OperationDurationSec,ProcessCreateTime,TotalOperationCount,CreateOperationCount,ModifyOperationCount,DeleteOperationCount,QueryOperationCount,UniqueKeysAccessed,AutorunKeysAccessed,SecurityKeysAccessed,FileAssocKeysAccessed,NetworkingKeysAccessed,ServicesKeysAccessed,SensitiveKeysAccessed,ProcessHijackKeysAccessed,DllHijackKeysAccessed,ComObjectKeysAccessed,OperationBurstCount,MaxOperationsPerBurst,BurstIntervalMs,OperationDensityPerMin,TimingVariance,RemoteOperationCount,FileExtensionModificationCount,SecuritySettingModificationCount,WritesToReadsRatio,RegistryKeyDepthMax,RegistryValueEntropyAvg,ComRegistryModifications,CriticalSystemKeyModifications
864,\Device\HarddiskVolume3\Windows\System32\services.exe,142,258,0,1,1747937577,1747937719,142,1747937577,5210,0,2,0,5208,5210,0,0,0,0,0,0,36,0,0,7,28587,254796181,2197,0,0,0,0,0,9,0,0,0
4824,\Device\HarddiskVolume3\Windows\System32\taskhostw.exe,131,276,0,1,1747937577,1747937719,142,1747937577,264,0,0,0,264,264,0,0,0,0,0,0,0,0,0,3,171333,1073687446,91,0,0,0,0,0,12,0,0,0
4852,\Device\HarddiskVolume3\Windows\System32\Taskmgr.exe,142,290,0,1,1747937577,1747937719,142,1747937577,24640,92,1,0,24547,24601,12,0,1595,0,0,0,0,0,0,0,0,0,10394,0,0,0,0,0,16,293,0,0
3316,\Device\HarddiskVolume3\Windows\System32\svchost.exe,125,281,0,1,1747937577,1747937718,140,1747937577,3369,190,19,0,3160,3369,0,0,0,0,0,433,0,0,0,4,328,603946725,1584,0,0,0,0,6,10,188,0,0
3156,\Device\HarddiskVolume3\Windows\System32\spoolsv.exe,0,272,0,1,1747937578,1747937649,71,1747937578,11,0,3,0,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
884,\Device\HarddiskVolume3\Windows\System32\lsass.exe,139,255,0,1,1747937580,1747937719,139,1747937580,1323,29,11,0,1283,1303,0,0,0,0,0,828,0,0,0,2,4184,1073726517,561,0,0,0,0,3,10,452,0,0
3332,\Device\HarddiskVolume3\Windows\System32\svchost.exe,0,281,0,1,1747937580,1747937703,123,1747937580,51,3,6,0,42,51,0,0,0,0,0,0,0,0,0,2,1656,1073688893,0,0,0,0,0,0,8,300,0,0
4364,\Device\HarddiskVolume3\Windows\explorer.exe,138,250,0,1,1747937580,1747937718,138,1747937580,53020,601,190,4,52225,52728,0,0,14296,0,0,0,0,0,0,2,51461,1073720240,23043,0,0,0,0,1,13,449,0,0
1520,\Device\HarddiskVolume3\Windows\System32\svchost.exe,139,281,0,1,1747937580,1747937719,139,1747937580,652,52,14,0,586,652,0,0,50,0,0,0,0,0,0,3,4218,805268244,258,0,0,0,0,11,9,125,0,0
1904,\Device\HarddiskVolume3\Windows\System32\VBoxService.exe,139,266,0,1,1747937580,1747937719,139,1747937580,333,0,0,0,333,333,0,0,0,0,0,0,0,0,0,1,24,4294935396,129,0,0,0,0,0,9,0,0,0
