AlertID,AlertType,SourceProcessID,Timestamp,ViolatingAddress,TargetProcessID,SourcePath,TargetPath
1,"Stack Violation",7488,"2025-05-22 18:14:34",0x24503c9,0,"\Device\HarddiskVolume5\new\ransomware_high_confidence\ryuk\180f82bbedb03dc29328e32e054069870a1e65078b78b2120a84c96aaed7d843.exe","\??\D:\new\ransomware_high_confidence\ryuk\PnbiLgArJrep.exe"
2,"Remote Thread Creation",3668,"2025-05-22 18:14:34",0x0,7488,"\Device\HarddiskVolume5\new\ransomware_high_confidence\ryuk\180f82bbedb03dc29328e32e054069870a1e65078b78b2120a84c96aaed7d843.exe","\Device\HarddiskVolume5\new\ransomware_high_confidence\ryuk\PnbiLgArJrep.exe"
3,"Stack Violation",5572,"2025-05-22 18:14:34",0x24503c9,0,"\Device\HarddiskVolume5\new\ransomware_high_confidence\ryuk\180f82bbedb03dc29328e32e054069870a1e65078b78b2120a84c96aaed7d843.exe","\??\D:\new\ransomware_high_confidence\ryuk\gYKANUTzjlan.exe"
4,"Remote Thread Creation",3668,"2025-05-22 18:14:34",0x0,5572,"\Device\HarddiskVolume5\new\ransomware_high_confidence\ryuk\180f82bbedb03dc29328e32e054069870a1e65078b78b2120a84c96aaed7d843.exe","\Device\HarddiskVolume5\new\ransomware_high_confidence\ryuk\gYKANUTzjlan.exe"
5,"Stack Violation",5424,"2025-05-22 18:14:34",0x24503c9,0,"\Device\HarddiskVolume5\new\ransomware_high_confidence\ryuk\180f82bbedb03dc29328e32e054069870a1e65078b78b2120a84c96aaed7d843.exe","\??\D:\new\ransomware_high_confidence\ryuk\QBZxIamyFlan.exe"
6,"Remote Thread Creation",3668,"2025-05-22 18:14:34",0x0,5424,"\Device\HarddiskVolume5\new\ransomware_high_confidence\ryuk\180f82bbedb03dc29328e32e054069870a1e65078b78b2120a84c96aaed7d843.exe","\Device\HarddiskVolume5\new\ransomware_high_confidence\ryuk\QBZxIamyFlan.exe"
7,"Stack Violation",4368,"2025-05-22 18:14:34",0x24503c9,0,"\Device\HarddiskVolume5\new\ransomware_high_confidence\ryuk\180f82bbedb03dc29328e32e054069870a1e65078b78b2120a84c96aaed7d843.exe","\??\C:\Windows\SysWOW64\icacls.exe"
8,"Remote Thread Creation",3668,"2025-05-22 18:14:34",0x0,4368,"\Device\HarddiskVolume5\new\ransomware_high_confidence\ryuk\180f82bbedb03dc29328e32e054069870a1e65078b78b2120a84c96aaed7d843.exe","\Device\HarddiskVolume3\Windows\SysWOW64\icacls.exe"
9,"Stack Violation",8212,"2025-05-22 18:14:34",0x24503c9,0,"\Device\HarddiskVolume5\new\ransomware_high_confidence\ryuk\180f82bbedb03dc29328e32e054069870a1e65078b78b2120a84c96aaed7d843.exe","\??\C:\Windows\SysWOW64\icacls.exe"
10,"Remote Thread Creation",3668,"2025-05-22 18:14:34",0x0,8212,"\Device\HarddiskVolume5\new\ransomware_high_confidence\ryuk\180f82bbedb03dc29328e32e054069870a1e65078b78b2120a84c96aaed7d843.exe","\Device\HarddiskVolume3\Windows\SysWOW64\icacls.exe"
11,"Stack Violation",8252,"2025-05-22 18:14:34",0x24503c9,0,"\Device\HarddiskVolume5\new\ransomware_high_confidence\ryuk\180f82bbedb03dc29328e32e054069870a1e65078b78b2120a84c96aaed7d843.exe","\??\C:\Windows\SysWOW64\icacls.exe"
12,"Remote Thread Creation",3668,"2025-05-22 18:14:34",0x0,8252,"\Device\HarddiskVolume5\new\ransomware_high_confidence\ryuk\180f82bbedb03dc29328e32e054069870a1e65078b78b2120a84c96aaed7d843.exe","\Device\HarddiskVolume3\Windows\SysWOW64\icacls.exe"
13,"Stack Violation",8300,"2025-05-22 18:14:34",0x24503c9,0,"\Device\HarddiskVolume5\new\ransomware_high_confidence\ryuk\180f82bbedb03dc29328e32e054069870a1e65078b78b2120a84c96aaed7d843.exe","\??\C:\Windows\SysWOW64\icacls.exe"
14,"Remote Thread Creation",3668,"2025-05-22 18:14:34",0x0,8300,"\Device\HarddiskVolume5\new\ransomware_high_confidence\ryuk\180f82bbedb03dc29328e32e054069870a1e65078b78b2120a84c96aaed7d843.exe","\Device\HarddiskVolume3\Windows\SysWOW64\icacls.exe"
15,"Remote Thread Creation",3668,"2025-05-22 18:14:34",0x0,12404,"\Device\HarddiskVolume5\new\ransomware_high_confidence\ryuk\180f82bbedb03dc29328e32e054069870a1e65078b78b2120a84c96aaed7d843.exe","\Device\HarddiskVolume3\Windows\SysWOW64\net.exe"
16,"Remote Thread Creation",3668,"2025-05-22 18:14:34",0x0,13396,"\Device\HarddiskVolume5\new\ransomware_high_confidence\ryuk\180f82bbedb03dc29328e32e054069870a1e65078b78b2120a84c96aaed7d843.exe","\Device\HarddiskVolume3\Windows\SysWOW64\net.exe"
17,"Remote Thread Creation",3668,"2025-05-22 18:14:34",0x0,13756,"\Device\HarddiskVolume5\new\ransomware_high_confidence\ryuk\180f82bbedb03dc29328e32e054069870a1e65078b78b2120a84c96aaed7d843.exe","\Device\HarddiskVolume3\Windows\SysWOW64\net.exe"
18,"Remote Thread Creation",3668,"2025-05-22 18:14:34",0x0,12392,"\Device\HarddiskVolume5\new\ransomware_high_confidence\ryuk\180f82bbedb03dc29328e32e054069870a1e65078b78b2120a84c96aaed7d843.exe","\Device\HarddiskVolume3\Windows\SysWOW64\net.exe"
