AlertID,AlertType,SourceProcessID,Timestamp,ViolatingAddress,TargetProcessID,SourcePath,TargetPath
1,"Stack Violation",2708,"2025-05-22 18:15:14",0x7303da,0,"\Device\HarddiskVolume5\new\ransomware_high_confidence\conti\98a09f7896a7c20229e696d6e8344fe9593fd70afada5d986e04c0d6933cc4db.exe","\??\C:\Windows\SysWOW64\cmd.exe"
2,"Remote Thread Creation",3668,"2025-05-22 18:15:14",0x0,2708,"\Device\HarddiskVolume5\new\ransomware_high_confidence\conti\98a09f7896a7c20229e696d6e8344fe9593fd70afada5d986e04c0d6933cc4db.exe","\Device\HarddiskVolume3\Windows\SysWOW64\cmd.exe"
3,"Stack Violation",4464,"2025-05-22 18:15:14",0x7303da,0,"\Device\HarddiskVolume5\new\ransomware_high_confidence\conti\98a09f7896a7c20229e696d6e8344fe9593fd70afada5d986e04c0d6933cc4db.exe","\??\C:\Windows\SysWOW64\cmd.exe"
4,"Remote Thread Creation",3668,"2025-05-22 18:15:14",0x0,4464,"\Device\HarddiskVolume5\new\ransomware_high_confidence\conti\98a09f7896a7c20229e696d6e8344fe9593fd70afada5d986e04c0d6933cc4db.exe","\Device\HarddiskVolume3\Windows\SysWOW64\cmd.exe"
5,"Stack Violation",6120,"2025-05-22 18:15:14",0x7303da,0,"\Device\HarddiskVolume5\new\ransomware_high_confidence\conti\98a09f7896a7c20229e696d6e8344fe9593fd70afada5d986e04c0d6933cc4db.exe","\??\C:\Windows\SysWOW64\cmd.exe"
6,"Remote Thread Creation",3668,"2025-05-22 18:15:14",0x0,6120,"\Device\HarddiskVolume5\new\ransomware_high_confidence\conti\98a09f7896a7c20229e696d6e8344fe9593fd70afada5d986e04c0d6933cc4db.exe","\Device\HarddiskVolume3\Windows\SysWOW64\cmd.exe"
7,"Stack Violation",2516,"2025-05-22 18:15:14",0x7303da,0,"\Device\HarddiskVolume5\new\ransomware_high_confidence\conti\98a09f7896a7c20229e696d6e8344fe9593fd70afada5d986e04c0d6933cc4db.exe","\??\C:\Windows\SysWOW64\cmd.exe"
8,"Remote Thread Creation",3668,"2025-05-22 18:15:14",0x0,2516,"\Device\HarddiskVolume5\new\ransomware_high_confidence\conti\98a09f7896a7c20229e696d6e8344fe9593fd70afada5d986e04c0d6933cc4db.exe","\Device\HarddiskVolume3\Windows\SysWOW64\cmd.exe"
9,"Stack Violation",3676,"2025-05-22 18:15:14",0x7303da,0,"\Device\HarddiskVolume5\new\ransomware_high_confidence\conti\98a09f7896a7c20229e696d6e8344fe9593fd70afada5d986e04c0d6933cc4db.exe","\??\C:\Windows\SysWOW64\cmd.exe"
10,"Remote Thread Creation",3668,"2025-05-22 18:15:14",0x0,3676,"\Device\HarddiskVolume5\new\ransomware_high_confidence\conti\98a09f7896a7c20229e696d6e8344fe9593fd70afada5d986e04c0d6933cc4db.exe","\Device\HarddiskVolume3\Windows\SysWOW64\cmd.exe"
11,"Stack Violation",3596,"2025-05-22 18:15:14",0x7303da,0,"\Device\HarddiskVolume5\new\ransomware_high_confidence\conti\98a09f7896a7c20229e696d6e8344fe9593fd70afada5d986e04c0d6933cc4db.exe","\??\C:\Windows\SysWOW64\cmd.exe"
12,"Remote Thread Creation",3668,"2025-05-22 18:15:14",0x0,3596,"\Device\HarddiskVolume5\new\ransomware_high_confidence\conti\98a09f7896a7c20229e696d6e8344fe9593fd70afada5d986e04c0d6933cc4db.exe","\Device\HarddiskVolume3\Windows\SysWOW64\cmd.exe"
13,"Stack Violation",5312,"2025-05-22 18:15:14",0x7303da,0,"\Device\HarddiskVolume5\new\ransomware_high_confidence\conti\98a09f7896a7c20229e696d6e8344fe9593fd70afada5d986e04c0d6933cc4db.exe","\??\C:\Windows\SysWOW64\cmd.exe"
14,"Remote Thread Creation",3668,"2025-05-22 18:15:14",0x0,5312,"\Device\HarddiskVolume5\new\ransomware_high_confidence\conti\98a09f7896a7c20229e696d6e8344fe9593fd70afada5d986e04c0d6933cc4db.exe","\Device\HarddiskVolume3\Windows\SysWOW64\cmd.exe"
15,"Stack Violation",948,"2025-05-22 18:15:14",0x7303da,0,"\Device\HarddiskVolume5\new\ransomware_high_confidence\conti\98a09f7896a7c20229e696d6e8344fe9593fd70afada5d986e04c0d6933cc4db.exe","\??\C:\Windows\SysWOW64\cmd.exe"
16,"Remote Thread Creation",3668,"2025-05-22 18:15:14",0x0,948,"\Device\HarddiskVolume5\new\ransomware_high_confidence\conti\98a09f7896a7c20229e696d6e8344fe9593fd70afada5d986e04c0d6933cc4db.exe","\Device\HarddiskVolume3\Windows\SysWOW64\cmd.exe"
17,"Stack Violation",4700,"2025-05-22 18:15:14",0x7303da,0,"\Device\HarddiskVolume5\new\ransomware_high_confidence\conti\98a09f7896a7c20229e696d6e8344fe9593fd70afada5d986e04c0d6933cc4db.exe","\??\C:\Windows\SysWOW64\cmd.exe"
18,"Remote Thread Creation",3668,"2025-05-22 18:15:14",0x0,4700,"\Device\HarddiskVolume5\new\ransomware_high_confidence\conti\98a09f7896a7c20229e696d6e8344fe9593fd70afada5d986e04c0d6933cc4db.exe","\Device\HarddiskVolume3\Windows\SysWOW64\cmd.exe"
19,"Stack Violation",8316,"2025-05-22 18:15:14",0x7303da,0,"\Device\HarddiskVolume5\new\ransomware_high_confidence\conti\98a09f7896a7c20229e696d6e8344fe9593fd70afada5d986e04c0d6933cc4db.exe","\??\C:\Windows\SysWOW64\cmd.exe"
