AlertID,AlertType,SourceProcessID,Timestamp,ViolatingAddress,TargetProcessID,SourcePath,TargetPath
1,"Remote Thread Creation",5076,"2025-05-22 18:14:44",0x0,8164,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\89a9279a31e78ceb036d8be5b2e3c7aeb1021a05cff7bbd5e5025250c911234b.exe","\Device\HarddiskVolume3\Windows\System32\net.exe"
2,"Remote Thread Creation",5076,"2025-05-22 18:14:44",0x0,5232,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\89a9279a31e78ceb036d8be5b2e3c7aeb1021a05cff7bbd5e5025250c911234b.exe","\Device\HarddiskVolume3\Windows\System32\net.exe"
3,"Remote Thread Creation",5076,"2025-05-22 18:14:44",0x0,7120,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\89a9279a31e78ceb036d8be5b2e3c7aeb1021a05cff7bbd5e5025250c911234b.exe","\Device\HarddiskVolume3\Windows\System32\net.exe"
4,"Remote Thread Creation",5076,"2025-05-22 18:14:44",0x0,7632,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\89a9279a31e78ceb036d8be5b2e3c7aeb1021a05cff7bbd5e5025250c911234b.exe","\Device\HarddiskVolume3\Windows\System32\net.exe"
5,"Remote Thread Creation",5076,"2025-05-22 18:14:44",0x0,7764,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\89a9279a31e78ceb036d8be5b2e3c7aeb1021a05cff7bbd5e5025250c911234b.exe","\Device\HarddiskVolume3\Windows\System32\net.exe"
6,"Remote Thread Creation",5076,"2025-05-22 18:14:44",0x0,5228,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\89a9279a31e78ceb036d8be5b2e3c7aeb1021a05cff7bbd5e5025250c911234b.exe","\Device\HarddiskVolume3\Windows\System32\net.exe"
7,"Remote Thread Creation",5076,"2025-05-22 18:14:44",0x0,8392,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\89a9279a31e78ceb036d8be5b2e3c7aeb1021a05cff7bbd5e5025250c911234b.exe","\Device\HarddiskVolume3\Windows\System32\net.exe"
8,"Remote Thread Creation",5076,"2025-05-22 18:14:44",0x0,8664,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\89a9279a31e78ceb036d8be5b2e3c7aeb1021a05cff7bbd5e5025250c911234b.exe","\Device\HarddiskVolume3\Windows\System32\net.exe"
9,"Remote Thread Creation",5076,"2025-05-22 18:14:44",0x0,8940,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\89a9279a31e78ceb036d8be5b2e3c7aeb1021a05cff7bbd5e5025250c911234b.exe","\Device\HarddiskVolume3\Windows\System32\net.exe"
10,"Remote Thread Creation",5076,"2025-05-22 18:14:44",0x0,9212,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\89a9279a31e78ceb036d8be5b2e3c7aeb1021a05cff7bbd5e5025250c911234b.exe","\Device\HarddiskVolume3\Windows\System32\net.exe"
11,"Remote Thread Creation",5076,"2025-05-22 18:14:44",0x0,9320,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\89a9279a31e78ceb036d8be5b2e3c7aeb1021a05cff7bbd5e5025250c911234b.exe","\Device\HarddiskVolume3\Windows\System32\net.exe"
12,"Remote Thread Creation",5076,"2025-05-22 18:14:44",0x0,9592,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\89a9279a31e78ceb036d8be5b2e3c7aeb1021a05cff7bbd5e5025250c911234b.exe","\Device\HarddiskVolume3\Windows\System32\sc.exe"
13,"Remote Thread Creation",5076,"2025-05-22 18:14:44",0x0,9740,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\89a9279a31e78ceb036d8be5b2e3c7aeb1021a05cff7bbd5e5025250c911234b.exe","\Device\HarddiskVolume3\Windows\System32\sc.exe"
14,"Remote Thread Creation",5076,"2025-05-22 18:14:44",0x0,9888,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\89a9279a31e78ceb036d8be5b2e3c7aeb1021a05cff7bbd5e5025250c911234b.exe","\Device\HarddiskVolume3\Windows\System32\sc.exe"
15,"Remote Thread Creation",5076,"2025-05-22 18:14:44",0x0,10032,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\89a9279a31e78ceb036d8be5b2e3c7aeb1021a05cff7bbd5e5025250c911234b.exe","\Device\HarddiskVolume3\Windows\System32\sc.exe"
16,"Remote Thread Creation",5076,"2025-05-22 18:14:44",0x0,10176,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\89a9279a31e78ceb036d8be5b2e3c7aeb1021a05cff7bbd5e5025250c911234b.exe","\Device\HarddiskVolume3\Windows\System32\sc.exe"
17,"Remote Thread Creation",5076,"2025-05-22 18:14:44",0x0,9648,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\89a9279a31e78ceb036d8be5b2e3c7aeb1021a05cff7bbd5e5025250c911234b.exe","\Device\HarddiskVolume3\Windows\System32\sc.exe"
18,"Remote Thread Creation",5076,"2025-05-22 18:14:44",0x0,10288,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\89a9279a31e78ceb036d8be5b2e3c7aeb1021a05cff7bbd5e5025250c911234b.exe","\Device\HarddiskVolume3\Windows\System32\sc.exe"
19,"Remote Thread Creation",5076,"2025-05-22 18:14:44",0x0,10432,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\89a9279a31e78ceb036d8be5b2e3c7aeb1021a05cff7bbd5e5025250c911234b.exe","\Device\HarddiskVolume3\Windows\System32\sc.exe"
20,"Remote Thread Creation",5076,"2025-05-22 18:14:44",0x0,10576,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\89a9279a31e78ceb036d8be5b2e3c7aeb1021a05cff7bbd5e5025250c911234b.exe","\Device\HarddiskVolume3\Windows\System32\sc.exe"
21,"Remote Thread Creation",5076,"2025-05-22 18:14:44",0x0,10720,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\89a9279a31e78ceb036d8be5b2e3c7aeb1021a05cff7bbd5e5025250c911234b.exe","\Device\HarddiskVolume3\Windows\System32\sc.exe"
22,"Remote Thread Creation",5076,"2025-05-22 18:14:44",0x0,10864,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\89a9279a31e78ceb036d8be5b2e3c7aeb1021a05cff7bbd5e5025250c911234b.exe","\Device\HarddiskVolume3\Windows\System32\sc.exe"
23,"Remote Thread Creation",5076,"2025-05-22 18:14:44",0x0,11008,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\89a9279a31e78ceb036d8be5b2e3c7aeb1021a05cff7bbd5e5025250c911234b.exe","\Device\HarddiskVolume3\Windows\System32\reg.exe"
24,"Remote Thread Creation",5076,"2025-05-22 18:14:44",0x0,11144,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\89a9279a31e78ceb036d8be5b2e3c7aeb1021a05cff7bbd5e5025250c911234b.exe","\Device\HarddiskVolume3\Windows\System32\reg.exe"
25,"Remote Thread Creation",5076,"2025-05-22 18:14:44",0x0,10316,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\89a9279a31e78ceb036d8be5b2e3c7aeb1021a05cff7bbd5e5025250c911234b.exe","\Device\HarddiskVolume3\Windows\System32\reg.exe"
26,"Remote Thread Creation",5076,"2025-05-22 18:14:44",0x0,11260,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\89a9279a31e78ceb036d8be5b2e3c7aeb1021a05cff7bbd5e5025250c911234b.exe","\Device\HarddiskVolume3\Windows\System32\reg.exe"
27,"Remote Thread Creation",5076,"2025-05-22 18:14:44",0x0,11376,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\89a9279a31e78ceb036d8be5b2e3c7aeb1021a05cff7bbd5e5025250c911234b.exe","\Device\HarddiskVolume3\Windows\System32\reg.exe"
28,"Remote Thread Creation",5076,"2025-05-22 18:14:44",0x0,11512,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\89a9279a31e78ceb036d8be5b2e3c7aeb1021a05cff7bbd5e5025250c911234b.exe","\Device\HarddiskVolume3\Windows\System32\reg.exe"
29,"Remote Thread Creation",5076,"2025-05-22 18:14:44",0x0,11648,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\89a9279a31e78ceb036d8be5b2e3c7aeb1021a05cff7bbd5e5025250c911234b.exe","\Device\HarddiskVolume3\Windows\System32\reg.exe"
30,"Remote Thread Creation",5076,"2025-05-22 18:14:44",0x0,11784,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\89a9279a31e78ceb036d8be5b2e3c7aeb1021a05cff7bbd5e5025250c911234b.exe","\Device\HarddiskVolume3\Windows\System32\reg.exe"
31,"Remote Thread Creation",5076,"2025-05-22 18:14:44",0x0,11920,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\89a9279a31e78ceb036d8be5b2e3c7aeb1021a05cff7bbd5e5025250c911234b.exe","\Device\HarddiskVolume3\Windows\System32\reg.exe"
32,"Remote Thread Creation",5076,"2025-05-22 18:14:44",0x0,12056,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\89a9279a31e78ceb036d8be5b2e3c7aeb1021a05cff7bbd5e5025250c911234b.exe","\Device\HarddiskVolume3\Windows\System32\reg.exe"
33,"Remote Thread Creation",5076,"2025-05-22 18:14:44",0x0,12192,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\89a9279a31e78ceb036d8be5b2e3c7aeb1021a05cff7bbd5e5025250c911234b.exe","\Device\HarddiskVolume3\Windows\System32\reg.exe"
34,"Remote Thread Creation",5076,"2025-05-22 18:14:44",0x0,11492,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\89a9279a31e78ceb036d8be5b2e3c7aeb1021a05cff7bbd5e5025250c911234b.exe","\Device\HarddiskVolume3\Windows\System32\reg.exe"
35,"Remote Thread Creation",5076,"2025-05-22 18:14:44",0x0,11704,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\89a9279a31e78ceb036d8be5b2e3c7aeb1021a05cff7bbd5e5025250c911234b.exe","\Device\HarddiskVolume3\Windows\System32\reg.exe"
36,"Remote Thread Creation",5076,"2025-05-22 18:14:44",0x0,12412,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\89a9279a31e78ceb036d8be5b2e3c7aeb1021a05cff7bbd5e5025250c911234b.exe","\Device\HarddiskVolume3\Windows\System32\reg.exe"
37,"Remote Thread Creation",5076,"2025-05-22 18:14:44",0x0,12548,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\89a9279a31e78ceb036d8be5b2e3c7aeb1021a05cff7bbd5e5025250c911234b.exe","\Device\HarddiskVolume3\Windows\System32\reg.exe"
38,"Remote Thread Creation",5076,"2025-05-22 18:14:44",0x0,12684,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\89a9279a31e78ceb036d8be5b2e3c7aeb1021a05cff7bbd5e5025250c911234b.exe","\Device\HarddiskVolume3\Windows\System32\reg.exe"
39,"Remote Thread Creation",5076,"2025-05-22 18:14:44",0x0,12820,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\89a9279a31e78ceb036d8be5b2e3c7aeb1021a05cff7bbd5e5025250c911234b.exe","\Device\HarddiskVolume3\Windows\System32\schtasks.exe"
40,"Remote Thread Creation",5076,"2025-05-22 18:14:44",0x0,13024,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\89a9279a31e78ceb036d8be5b2e3c7aeb1021a05cff7bbd5e5025250c911234b.exe","\Device\HarddiskVolume3\Windows\System32\schtasks.exe"
41,"Remote Thread Creation",5076,"2025-05-22 18:14:44",0x0,13224,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\89a9279a31e78ceb036d8be5b2e3c7aeb1021a05cff7bbd5e5025250c911234b.exe","\Device\HarddiskVolume3\Windows\System32\schtasks.exe"
42,"Remote Thread Creation",3548,"2025-05-22 18:14:44",0x0,12936,"\Device\HarddiskVolume3\ProgramData\Microsoft\Windows Defender\Platform\4.18.25030.2-0\MsMpEng.exe","\Device\HarddiskVolume3\ProgramData\Microsoft\Windows Defender\Platform\4.18.25030.2-0\MpCmdRun.exe"
43,"Remote Thread Creation",5076,"2025-05-22 18:14:44",0x0,13084,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\89a9279a31e78ceb036d8be5b2e3c7aeb1021a05cff7bbd5e5025250c911234b.exe","\Device\HarddiskVolume3\Windows\System32\schtasks.exe"
44,"Remote Thread Creation",5076,"2025-05-22 18:14:44",0x0,13468,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\89a9279a31e78ceb036d8be5b2e3c7aeb1021a05cff7bbd5e5025250c911234b.exe","\Device\HarddiskVolume3\Windows\System32\schtasks.exe"
45,"Remote Thread Creation",5076,"2025-05-22 18:14:44",0x0,14028,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\89a9279a31e78ceb036d8be5b2e3c7aeb1021a05cff7bbd5e5025250c911234b.exe","\Device\HarddiskVolume3\Windows\System32\reg.exe"
46,"Remote Thread Creation",5076,"2025-05-22 18:14:44",0x0,13572,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\89a9279a31e78ceb036d8be5b2e3c7aeb1021a05cff7bbd5e5025250c911234b.exe","\Device\HarddiskVolume3\Windows\System32\reg.exe"
47,"Remote Thread Creation",5076,"2025-05-22 18:14:44",0x0,7572,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\89a9279a31e78ceb036d8be5b2e3c7aeb1021a05cff7bbd5e5025250c911234b.exe","\Device\HarddiskVolume3\Windows\System32\reg.exe"
48,"Remote Thread Creation",5076,"2025-05-22 18:14:44",0x0,5828,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\89a9279a31e78ceb036d8be5b2e3c7aeb1021a05cff7bbd5e5025250c911234b.exe","\Device\HarddiskVolume3\Windows\System32\reg.exe"
49,"Remote Thread Creation",5076,"2025-05-22 18:14:44",0x0,8080,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\89a9279a31e78ceb036d8be5b2e3c7aeb1021a05cff7bbd5e5025250c911234b.exe","\Device\HarddiskVolume3\Windows\System32\reg.exe"
50,"Remote Thread Creation",5076,"2025-05-22 18:14:44",0x0,4368,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\89a9279a31e78ceb036d8be5b2e3c7aeb1021a05cff7bbd5e5025250c911234b.exe","\Device\HarddiskVolume3\Windows\System32\reg.exe"
51,"Remote Thread Creation",5076,"2025-05-22 18:14:44",0x0,14916,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\89a9279a31e78ceb036d8be5b2e3c7aeb1021a05cff7bbd5e5025250c911234b.exe","\Device\HarddiskVolume3\Windows\System32\reg.exe"
