AlertID,AlertType,SourceProcessID,Timestamp,ViolatingAddress,TargetProcessID,SourcePath,TargetPath
1,"Remote Thread Creation",2336,"2025-05-22 18:14:44",0x0,8164,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\33aceb3dc0681a56226d4cfce32eee7a431e66f5c746a4d6dc7506a72b317277.exe","\Device\HarddiskVolume3\Windows\System32\net.exe"
2,"Remote Thread Creation",2336,"2025-05-22 18:14:44",0x0,6036,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\33aceb3dc0681a56226d4cfce32eee7a431e66f5c746a4d6dc7506a72b317277.exe","\Device\HarddiskVolume3\Windows\System32\net.exe"
3,"Remote Thread Creation",2336,"2025-05-22 18:14:44",0x0,7156,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\33aceb3dc0681a56226d4cfce32eee7a431e66f5c746a4d6dc7506a72b317277.exe","\Device\HarddiskVolume3\Windows\System32\net.exe"
4,"Remote Thread Creation",2336,"2025-05-22 18:14:44",0x0,6020,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\33aceb3dc0681a56226d4cfce32eee7a431e66f5c746a4d6dc7506a72b317277.exe","\Device\HarddiskVolume3\Windows\System32\net.exe"
5,"Remote Thread Creation",2336,"2025-05-22 18:14:44",0x0,1384,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\33aceb3dc0681a56226d4cfce32eee7a431e66f5c746a4d6dc7506a72b317277.exe","\Device\HarddiskVolume3\Windows\System32\net.exe"
6,"Remote Thread Creation",2336,"2025-05-22 18:14:44",0x0,7232,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\33aceb3dc0681a56226d4cfce32eee7a431e66f5c746a4d6dc7506a72b317277.exe","\Device\HarddiskVolume3\Windows\System32\net.exe"
7,"Remote Thread Creation",2336,"2025-05-22 18:14:44",0x0,8368,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\33aceb3dc0681a56226d4cfce32eee7a431e66f5c746a4d6dc7506a72b317277.exe","\Device\HarddiskVolume3\Windows\System32\net.exe"
8,"Remote Thread Creation",2336,"2025-05-22 18:14:44",0x0,8636,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\33aceb3dc0681a56226d4cfce32eee7a431e66f5c746a4d6dc7506a72b317277.exe","\Device\HarddiskVolume3\Windows\System32\net.exe"
9,"Remote Thread Creation",2336,"2025-05-22 18:14:44",0x0,8904,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\33aceb3dc0681a56226d4cfce32eee7a431e66f5c746a4d6dc7506a72b317277.exe","\Device\HarddiskVolume3\Windows\System32\net.exe"
10,"Remote Thread Creation",2336,"2025-05-22 18:14:44",0x0,9176,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\33aceb3dc0681a56226d4cfce32eee7a431e66f5c746a4d6dc7506a72b317277.exe","\Device\HarddiskVolume3\Windows\System32\net.exe"
11,"Remote Thread Creation",2336,"2025-05-22 18:14:44",0x0,9256,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\33aceb3dc0681a56226d4cfce32eee7a431e66f5c746a4d6dc7506a72b317277.exe","\Device\HarddiskVolume3\Windows\System32\net.exe"
12,"Remote Thread Creation",2336,"2025-05-22 18:14:44",0x0,9544,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\33aceb3dc0681a56226d4cfce32eee7a431e66f5c746a4d6dc7506a72b317277.exe","\Device\HarddiskVolume3\Windows\System32\sc.exe"
13,"Remote Thread Creation",2336,"2025-05-22 18:14:44",0x0,9728,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\33aceb3dc0681a56226d4cfce32eee7a431e66f5c746a4d6dc7506a72b317277.exe","\Device\HarddiskVolume3\Windows\System32\sc.exe"
14,"Remote Thread Creation",2336,"2025-05-22 18:14:44",0x0,9876,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\33aceb3dc0681a56226d4cfce32eee7a431e66f5c746a4d6dc7506a72b317277.exe","\Device\HarddiskVolume3\Windows\System32\sc.exe"
15,"Remote Thread Creation",2336,"2025-05-22 18:14:44",0x0,10024,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\33aceb3dc0681a56226d4cfce32eee7a431e66f5c746a4d6dc7506a72b317277.exe","\Device\HarddiskVolume3\Windows\System32\sc.exe"
16,"Remote Thread Creation",2336,"2025-05-22 18:14:44",0x0,10168,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\33aceb3dc0681a56226d4cfce32eee7a431e66f5c746a4d6dc7506a72b317277.exe","\Device\HarddiskVolume3\Windows\System32\sc.exe"
17,"Remote Thread Creation",2336,"2025-05-22 18:14:44",0x0,9600,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\33aceb3dc0681a56226d4cfce32eee7a431e66f5c746a4d6dc7506a72b317277.exe","\Device\HarddiskVolume3\Windows\System32\sc.exe"
18,"Remote Thread Creation",2336,"2025-05-22 18:14:44",0x0,10256,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\33aceb3dc0681a56226d4cfce32eee7a431e66f5c746a4d6dc7506a72b317277.exe","\Device\HarddiskVolume3\Windows\System32\sc.exe"
19,"Remote Thread Creation",2336,"2025-05-22 18:14:44",0x0,10400,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\33aceb3dc0681a56226d4cfce32eee7a431e66f5c746a4d6dc7506a72b317277.exe","\Device\HarddiskVolume3\Windows\System32\sc.exe"
20,"Remote Thread Creation",2336,"2025-05-22 18:14:44",0x0,10544,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\33aceb3dc0681a56226d4cfce32eee7a431e66f5c746a4d6dc7506a72b317277.exe","\Device\HarddiskVolume3\Windows\System32\sc.exe"
21,"Remote Thread Creation",2336,"2025-05-22 18:14:44",0x0,10692,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\33aceb3dc0681a56226d4cfce32eee7a431e66f5c746a4d6dc7506a72b317277.exe","\Device\HarddiskVolume3\Windows\System32\sc.exe"
22,"Remote Thread Creation",2336,"2025-05-22 18:14:44",0x0,10844,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\33aceb3dc0681a56226d4cfce32eee7a431e66f5c746a4d6dc7506a72b317277.exe","\Device\HarddiskVolume3\Windows\System32\sc.exe"
23,"Remote Thread Creation",2336,"2025-05-22 18:14:44",0x0,10988,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\33aceb3dc0681a56226d4cfce32eee7a431e66f5c746a4d6dc7506a72b317277.exe","\Device\HarddiskVolume3\Windows\System32\reg.exe"
24,"Remote Thread Creation",2336,"2025-05-22 18:14:44",0x0,11124,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\33aceb3dc0681a56226d4cfce32eee7a431e66f5c746a4d6dc7506a72b317277.exe","\Device\HarddiskVolume3\Windows\System32\reg.exe"
25,"Remote Thread Creation",2336,"2025-05-22 18:14:44",0x0,10312,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\33aceb3dc0681a56226d4cfce32eee7a431e66f5c746a4d6dc7506a72b317277.exe","\Device\HarddiskVolume3\Windows\System32\reg.exe"
26,"Remote Thread Creation",2336,"2025-05-22 18:14:44",0x0,11104,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\33aceb3dc0681a56226d4cfce32eee7a431e66f5c746a4d6dc7506a72b317277.exe","\Device\HarddiskVolume3\Windows\System32\reg.exe"
27,"Remote Thread Creation",2336,"2025-05-22 18:14:44",0x0,11356,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\33aceb3dc0681a56226d4cfce32eee7a431e66f5c746a4d6dc7506a72b317277.exe","\Device\HarddiskVolume3\Windows\System32\reg.exe"
28,"Remote Thread Creation",2336,"2025-05-22 18:14:44",0x0,11492,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\33aceb3dc0681a56226d4cfce32eee7a431e66f5c746a4d6dc7506a72b317277.exe","\Device\HarddiskVolume3\Windows\System32\reg.exe"
29,"Remote Thread Creation",2336,"2025-05-22 18:14:44",0x0,11628,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\33aceb3dc0681a56226d4cfce32eee7a431e66f5c746a4d6dc7506a72b317277.exe","\Device\HarddiskVolume3\Windows\System32\reg.exe"
30,"Remote Thread Creation",2336,"2025-05-22 18:14:44",0x0,11764,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\33aceb3dc0681a56226d4cfce32eee7a431e66f5c746a4d6dc7506a72b317277.exe","\Device\HarddiskVolume3\Windows\System32\reg.exe"
31,"Remote Thread Creation",2336,"2025-05-22 18:14:44",0x0,11900,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\33aceb3dc0681a56226d4cfce32eee7a431e66f5c746a4d6dc7506a72b317277.exe","\Device\HarddiskVolume3\Windows\System32\reg.exe"
32,"Remote Thread Creation",2336,"2025-05-22 18:14:44",0x0,12036,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\33aceb3dc0681a56226d4cfce32eee7a431e66f5c746a4d6dc7506a72b317277.exe","\Device\HarddiskVolume3\Windows\System32\reg.exe"
33,"Remote Thread Creation",2336,"2025-05-22 18:14:44",0x0,12172,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\33aceb3dc0681a56226d4cfce32eee7a431e66f5c746a4d6dc7506a72b317277.exe","\Device\HarddiskVolume3\Windows\System32\reg.exe"
34,"Remote Thread Creation",2336,"2025-05-22 18:14:44",0x0,11412,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\33aceb3dc0681a56226d4cfce32eee7a431e66f5c746a4d6dc7506a72b317277.exe","\Device\HarddiskVolume3\Windows\System32\reg.exe"
35,"Remote Thread Creation",2336,"2025-05-22 18:14:44",0x0,12044,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\33aceb3dc0681a56226d4cfce32eee7a431e66f5c746a4d6dc7506a72b317277.exe","\Device\HarddiskVolume3\Windows\System32\reg.exe"
36,"Remote Thread Creation",2336,"2025-05-22 18:14:44",0x0,12336,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\33aceb3dc0681a56226d4cfce32eee7a431e66f5c746a4d6dc7506a72b317277.exe","\Device\HarddiskVolume3\Windows\System32\reg.exe"
37,"Remote Thread Creation",2336,"2025-05-22 18:14:44",0x0,12472,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\33aceb3dc0681a56226d4cfce32eee7a431e66f5c746a4d6dc7506a72b317277.exe","\Device\HarddiskVolume3\Windows\System32\reg.exe"
38,"Remote Thread Creation",2336,"2025-05-22 18:14:44",0x0,12608,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\33aceb3dc0681a56226d4cfce32eee7a431e66f5c746a4d6dc7506a72b317277.exe","\Device\HarddiskVolume3\Windows\System32\reg.exe"
39,"Remote Thread Creation",2336,"2025-05-22 18:14:44",0x0,12744,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\33aceb3dc0681a56226d4cfce32eee7a431e66f5c746a4d6dc7506a72b317277.exe","\Device\HarddiskVolume3\Windows\System32\schtasks.exe"
40,"Remote Thread Creation",2336,"2025-05-22 18:14:44",0x0,12944,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\33aceb3dc0681a56226d4cfce32eee7a431e66f5c746a4d6dc7506a72b317277.exe","\Device\HarddiskVolume3\Windows\System32\schtasks.exe"
41,"Remote Thread Creation",2336,"2025-05-22 18:14:44",0x0,13160,"\Device\HarddiskVolume5\new\ransomware_high_confidence\hive\33aceb3dc0681a56226d4cfce32eee7a431e66f5c746a4d6dc7506a72b317277.exe","\Device\HarddiskVolume3\Windows\System32\schtasks.exe"
42,"Remote Thread Creation",3548,"2025-05-22 18:14:44",0x0,13204,"\Device\HarddiskVolume3\ProgramData\Microsoft\Windows Defender\Platform\4.18.25030.2-0\MsMpEng.exe","\Device\HarddiskVolume3\ProgramData\Microsoft\Windows Defender\Platform\4.18.25030.2-0\MpCmdRun.exe"
